
Int Temp 1	Int Temp 2	Int Temp 3	Int Temp 4	Int Temp 5	Ext Temp 1	Ext Temp 2	Pressure	Humidity	UDOO Temo	Spec Temp	ADS Temp	Time
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:31 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:33 2018
25	26	26	25	0	19	24	0	0	39	0	0	Thu Apr 19 20:55:36 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:38 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:40 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:42 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:44 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:46 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:48 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:50 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:52 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:54 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:56 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:58 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:00 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:02 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:04 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:06 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:08 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:11 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:13 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:15 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:17 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:21 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:25 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:27 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:31 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:33 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:35 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:39 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:41 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:43 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:45 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:48 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:50 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:52 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:54 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:56:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:56:58 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:02 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:04 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:06 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:08 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:10 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:12 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:57:14 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:16 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:18 2018
25	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:20 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:23 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:25 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:27 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:29 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:31 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:33 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:35 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:37 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:39 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:41 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:43 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:45 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:47 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:49 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:51 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:53 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:56 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:57:58 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:00 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:02 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:04 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:06 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:08 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:10 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:12 2018
0	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:58:14 2018
